question,elapsed_time,memory_diff,cpu_util,proc_gpu_memory_used,device_gpu_memory_used,device_gpu_utilization,response_size,token_count
"""What is the total number of traffic samples analyzed, and what percentage of that traffic was considered anomalous?""",1.3048694133758545,1.75,0.07184626985581297,0.0,0.0,82,935,189
"""What is the dominant detected attack in the traffic, and what percentage of the traffic does it represent?""",1.774914026260376,0.0,0.05281945976703048,0.0,0.0,81,1528,303
"""What are the behavioral characteristics of a Man-in-the-Middle (MITM) attack, and what is its severity level?""",2.224196434020996,0.0,0.056200072119537155,0.0,0.0,62,2276,419
"""What is the recommended mitigation strategy for a SQL Injection attack?""",1.2966012954711914,0.0,0.0723044164211858,0.0,0.0,60,1193,208
"""How many unique IP pairs were observed during a DDoS_HTTP attack?""",1.1236073970794678,0.0,0.027812205652281905,0.0,0.0,78,463,171
"""What is the risk associated with a 'Password' attack?""",1.5195598602294922,0.0,0.06169549647477851,0.0,0.0,68,1483,248
"""What is the severity of a 'Backdoor' attack, and what is its behavioral signature?""",1.327526330947876,0.0,0.047080045452185214,0.0,0.0,54,1170,199
"""What is the threat intelligence summary for IP 194.0.5.123 as described in the report?""",1.3574845790863037,0.0,0.1611436353459258,0.0,0.0,60,1275,210
"""What is the behavioral signature of a 'Vul Scanner' attack?""",1.6331491470336914,0.0,0.07653924335510713,0.0,0.0,63,1621,278
"""How many samples were classified as 'Ransomware' and what is its associated risk?""",0.815316915512085,0.0,0.03832865405518026,0.0,0.0,57,468,88
"""What is the total number of flows detected, and how are they distributed between TCP and UDP?""",1.4426629543304443,0.0,0.06498399346749287,0.0,0.0,65,1304,234
"""Which IP address is the top talker in the traffic?""",1.1200346946716309,0.0,0.05580184283337961,0.0,0.0,61,709,152
"""What is the application summary for Flow ID TCP_1?""",0.8892097473144531,0.0,0.07028712875534489,0.0,0.0,60,512,108
"""What is the total number of bytes exchanged for Flow ID TCP_0?""",1.6224982738494873,0.0,0.03852084221434219,0.0,10.0,81,1182,250
"""What is the duration of Flow ID TCP_1?""",3.0975937843322754,0.0,0.040353903288501636,0.0,0.0,61,2856,580
"""What is the TCP Flag Pattern for Flow ID TCP_3?""",1.065321683883667,0.0,0.058667725388038536,0.0,0.0,55,629,157
"""What is the IP version for Flow ID TCP_2?""",0.4707071781158447,0.0,0.19916840948818276,0.0,0.0,68,46,12
"""What are the source and destination ports for Flow ID TCP_1?""",1.0330424308776855,0.0,0.060500903091558304,0.0,0.0,58,572,157
"""What is the average TTL for a connection in the traffic?""",1.7257380485534668,0.0,0.05432458308408154,0.0,0.0,62,1469,286
"""What are the MAC address and vendor of the devices involved in the connections?""",0.9193224906921387,0.0,0.06798484822550542,0.0,0.0,74,407,114
"""What is the duration and total number of packets for the HTTP connection with UID 'C1kyZs4jrUyHfUERde'?""",1.6369903087615967,0.0,0.07635964570527078,0.0,0.0,63,1491,273
"""What is the connection state history for the TCP connection between 192.168.0.170 and 192.168.0.128 on port 80?""",4.542744159698486,0.0,0.04815371333051692,0.0,0.0,64,4353,1150
"""What is the HTTP method, URI, and user agent for the connection with UID 'C8uPgt1NGn906RwII6'?""",1.165558099746704,0.0,0.05362238056908617,0.0,0.0,81,828,169
"""What is the connection state for the rejected TCP connections originating from 192.168.0.128 to 192.168.0.170 on port 3333?""",1.1528358459472656,0.0,0.027107068287182977,0.0,0.0,60,820,163
"""What is the total number of bytes sent and received for the HTTP connection with UID 'CSGQoa2Jd3w9MAYMX4'?""",2.827024459838867,0.0,0.04421610133756041,0.0,-1.75,64,2769,555
"""What are the source and destination IP addresses and ports for the NTP traffic?""",0.7215850353240967,0.0,0.04330743913772822,0.0,0.0,63,273,63
"""What is the HTTP status code for the requests to '/DVWA/hackable/uploads/hack.php'?""",1.5176451206207275,0.0,0.06177333470532969,0.0,0.0,62,831,270
"""What is the duration of the NTP connection with UID 'CeahYCkuDqFYFMrNj'?""",1.6756455898284912,0.0,0.05594858517164075,0.0,0.0,72,1153,266
"""What is the total number of originator and responder IP bytes for the connection with UID 'CoGdm7e0oGwG8OFBb'?""",1.9892609119415283,0.0,0.06283740823017366,0.0,0.0,65,1174,358
